carat,cut,color,clarity,depth,table,price,x,y,z
0.39,Ideal,G,VVS2,60.7,55,902,4.75,4.78,2.89
1.1,Very Good,F,VVS1,62.2,59,10329,6.56,6.69,4.12
0.57,Ideal,F,VVS2,62.1,56,2360,5.35,5.31,3.31
1.14,Ideal,H,SI1,60.4,57,5861,6.78,6.83,4.11
1.21,Very Good,G,SI1,62.2,60,6190,6.71,6.73,4.18
0.3,Good,I,VVS1,63.8,56,709,4.26,4.23,2.71
0.51,Ideal,G,VVS1,62.6,57,2111,5.14,5.08,3.2
0.33,Ideal,F,VVS2,62.4,56,1067,4.43,4.41,2.76
1.02,Ideal,H,SI2,61,58,4360,6.5,6.54,3.98
0.32,Ideal,G,VS1,61.2,56,645,4.42,4.44,2.71
1.5,Premium,J,VS2,59.6,60,7503,7.38,7.31,4.38
0.9,Premium,E,SI2,62.2,60,3662,6.15,6.19,3.84
0.41,Ideal,E,VS2,61.8,56,999,4.78,4.74,2.94
0.44,Ideal,E,VVS2,61.8,56,1334,4.93,4.88,3.03
0.72,Very Good,G,SI1,63.6,56,2170,5.69,5.72,3.63
1.31,Very Good,I,SI2,62.7,58,5916,6.88,6.94,4.33
0.31,Good,D,SI1,63.4,58,571,4.32,4.35,2.75
0.42,Very Good,F,SI1,60.6,61,722,4.83,4.87,2.94
1.31,Ideal,H,VS2,61.8,57,8261,7.02,7.06,4.35
1.07,Ideal,G,VS2,61.4,57,7275,6.56,6.63,4.05
1.5,Premium,F,VS1,60.2,59,16783,7.41,7.37,4.45
0.24,Very Good,F,VS2,62.9,58,419,3.94,4.01,2.5
0.73,Ideal,F,IF,61.2,55,3880,5.86,5.8,3.57
0.53,Ideal,G,VVS2,60.4,59,1946,5.26,5.3,3.19
1.34,Very Good,G,SI2,63.2,57,5245,6.98,6.95,4.4
0.65,Very Good,I,IF,61,55,2332,5.65,5.73,3.47
1.22,Ideal,F,VS1,62.3,57,9920,6.79,6.83,4.24
0.3,Ideal,H,VS1,62.1,54,675,4.35,4.32,2.69
1.05,Very Good,F,VS2,62.8,57,6808,6.45,6.48,4.06
1.12,Ideal,J,VS2,62.9,57,3638,6.55,6.52,4.11
0.91,Very Good,F,VS1,62.4,59,5302,6.15,6.16,3.84
1.65,Premium,D,SI1,60.4,60,11310,7.63,7.58,4.59
0.7,Very Good,F,SI1,61.9,58,2900,5.71,5.72,3.54
1,Ideal,H,SI2,62,56,4649,6.38,6.43,3.97
0.32,Ideal,F,VVS1,61.9,56,895,4.41,4.44,2.74
0.31,Very Good,E,VVS1,60.3,57,752,4.41,4.44,2.67
1.52,Ideal,I,VS2,62.1,55,9176,7.41,7.33,4.58
1.25,Ideal,H,SI1,62,58,7423,6.86,6.89,4.26
1.19,Premium,G,SI2,58.9,60,4758,7,6.92,4.09
0.4,Very Good,F,SI1,62.9,57,737,4.68,4.7,2.95
1.31,Premium,J,SI1,59.6,59,5876,7.16,7.13,4.26
0.56,Ideal,F,VS2,62.6,55,1814,5.29,5.25,3.3
0.56,Fair,E,SI2,64.5,61,1389,5.18,5.14,3.33
0.52,Ideal,G,VVS2,61.2,55,1878,5.22,5.2,3.19
1.3,Premium,G,VVS1,60.5,60,11061,7.01,7.05,4.25
1.09,Very Good,E,SI1,62.8,56,5771,6.53,6.6,4.12
2.11,Premium,J,SI2,62,60,11663,8.19,8.24,5.09
1.02,Very Good,G,VS2,63.4,59,6169,6.32,6.3,4
1.02,Ideal,E,SI2,61.6,56,4547,6.55,6.48,3.99
1,Fair,I,SI1,66.3,61,2875,6.08,6.03,4.01
0.31,Good,H,VS2,63.1,58,489,4.31,4.34,2.73
1.11,Premium,G,SI1,62.7,57,5408,6.62,6.5,4.11
1.07,Premium,G,SI2,62,59,4523,6.54,6.5,4.04
0.84,Ideal,G,SI2,62,56,2986,6.02,6.05,3.74
1.08,Premium,D,VS1,61,59,8999,6.66,6.61,4.05
0.71,Ideal,E,SI2,61.7,57,2370,5.72,5.76,3.54
1,Premium,E,SI2,61.1,58,4620,6.44,6.48,3.95
0.33,Ideal,F,SI1,60.6,56,705,4.49,4.46,2.71
0.7,Very Good,E,VS1,63.4,60,3068,5.63,5.66,3.58
1.01,Good,D,SI1,63.9,61,5147,6.31,6.28,4.02
1,Very Good,I,VS2,63.5,56,4620,6.33,6.3,4.01
1.2,Ideal,G,VVS2,61.1,56,10454,6.88,6.91,4.21
0.3,Ideal,H,IF,61.2,55,764,4.36,4.37,2.67
0.32,Ideal,E,VS2,61.9,55,702,4.42,4.43,2.74
0.39,Ideal,E,VS1,62.7,53.6,1004,4.67,4.69,2.93
0.45,Fair,E,VS2,66.9,60,980,4.78,4.71,3.18
1.51,Premium,F,VS2,62,62,13771,7.35,7.23,4.52
1.23,Ideal,F,VS1,61.3,57,8679,6.93,6.86,4.23
0.82,Ideal,F,SI1,61.1,56,3428,6.06,6.08,3.71
0.81,Premium,F,SI1,61.2,56,2926,6.03,6,3.68
1.55,Ideal,F,VS2,62.6,57,14185,7.35,7.39,4.61
1.15,Premium,I,SI2,61.3,57.3,5123,6.71,6.78,4.13
0.35,Premium,H,SI2,61.6,58,441,4.49,4.54,2.78
0.5,Premium,E,VS2,58.1,61,1420,5.23,5.17,3.02
0.97,Good,F,SI2,59.1,62,4182,6.49,6.54,3.85
0.91,Premium,E,SI1,62.1,58,4256,6.18,6.15,3.83
0.54,Good,G,SI1,63.2,56,1292,5.16,5.19,3.27
0.23,Very Good,D,VS2,60.2,57,577,4.02,4.07,2.43
0.7,Premium,E,SI2,60.6,59,2307,5.76,5.73,3.48
0.36,Ideal,F,VS2,61.5,55,629,4.57,4.6,2.82
0.97,Premium,G,SI2,61.3,57,4101,6.37,6.32,3.89
1.29,Very Good,G,SI2,63.3,61,4937,6.84,6.8,4.32
0.7,Ideal,E,VS2,62.6,55,3268,5.66,5.68,3.55
0.51,Premium,E,VS2,59.2,61,1662,5.17,5.16,3.06
0.81,Premium,H,SI2,62.2,56,2534,5.98,5.92,3.7
1.2,Premium,F,VVS2,62.2,58,11021,6.83,6.78,4.23
1.54,Very Good,I,SI2,60.1,61,7589,7.41,7.46,4.47
1.12,Ideal,G,VS2,60.9,56,8189,6.7,6.74,4.09
0.31,Ideal,E,VVS2,61.6,55,1046,4.38,4.35,2.69
0.91,Very Good,H,SI2,63.3,58,3756,6.11,6.06,3.85
0.45,Ideal,J,VS2,61.4,55,672,4.94,4.97,3.04
1.01,Premium,H,SI2,59.9,59,4242,6.51,6.48,3.89
0.4,Ideal,E,VS1,62.5,55,947,4.67,4.71,2.93
0.93,Premium,F,SI1,58.8,60,4010,6.49,6.37,3.78
0.9,Good,I,VS1,63.3,59,3644,6.06,6.1,3.85
0.75,Premium,I,SI2,61.1,57,2070,5.88,5.84,3.58
0.41,Ideal,F,VS2,60.8,56,863,4.8,4.81,2.92
0.31,Good,H,VS2,63.8,56,586,4.33,4.29,2.75
0.6,Good,E,VVS2,64.2,55,2511,5.31,5.34,3.42
0.33,Ideal,G,VS1,61.8,56,854,4.45,4.42,2.74
1.05,Ideal,I,VS2,60.2,57,5347,6.6,6.65,3.99
0.91,Ideal,E,SI1,61.9,55,4623,6.18,6.22,3.84
1.7,Premium,J,SI2,63,60,7650,7.59,7.53,4.76
1.07,Very Good,G,SI1,60.5,62,4861,6.6,6.69,4.02
0.9,Fair,H,VS2,64.8,58,3538,6.07,6.03,3.92
1.09,Ideal,E,VS2,61.2,56,7443,6.62,6.67,4.07
0.32,Ideal,E,IF,62.6,55,1170,4.41,4.38,2.75
0.44,Ideal,G,VVS1,62,54,1160,4.89,4.91,3.04
0.4,Premium,F,SI1,62.6,59,945,4.74,4.68,2.95
0.88,Ideal,H,VVS1,62,59,4334,6.12,6.13,3.8
2.38,Premium,J,VS2,62.6,59,16273,8.52,8.49,5.32
0.43,Premium,D,VS2,60.2,59,1129,4.92,4.88,2.95
0.5,Very Good,D,SI1,62,60,1436,5.08,5.12,3.16
0.3,Good,G,VVS2,63.1,56,684,4.2,4.23,2.66
0.55,Premium,D,SI1,62.7,59,1698,5.25,5.22,3.28
0.5,Very Good,E,SI1,60.7,58,1351,5.09,5.13,3.1
0.71,Very Good,I,VVS1,63.3,57,2559,5.65,5.69,3.59
0.4,Premium,E,SI1,62,55,945,4.74,4.68,2.92
0.31,Ideal,F,IF,61.9,54,901,4.38,4.41,2.72
0.72,Ideal,I,SI2,60.7,60,1927,5.75,5.78,3.5
0.7,Very Good,G,VS1,62.8,57,2475,5.63,5.68,3.55
0.71,Ideal,D,SI2,61.5,56,2633,5.78,5.74,3.54
1.04,Very Good,F,SI2,60,61,4427,6.5,6.57,3.92
0.7,Ideal,F,SI1,61.5,56,2348,5.74,5.7,3.52
0.7,Ideal,F,VS2,62.7,55,3011,5.66,5.69,3.56
0.4,Premium,E,VS2,59.3,59,912,4.77,4.81,2.84
0.78,Very Good,D,VS2,63,58,3534,5.8,5.86,3.67
0.5,Good,G,VS1,57.5,56,1429,5.3,5.24,3.03
0.31,Ideal,E,VS2,61.4,54,680,4.33,4.4,2.68
0.38,Ideal,F,I1,62.5,57,638,4.64,4.61,2.89
1.73,Ideal,E,SI1,61.9,57,15842,7.74,7.66,4.77
0.52,Ideal,G,SI2,61.5,56,1170,5.15,5.19,3.18
1.04,Ideal,G,SI2,62,57,4200,6.53,6.6,4.07
0.54,Premium,D,VS1,61.1,58,1994,5.24,5.3,3.22
0.92,Premium,F,SI1,62.2,59,4194,6.21,6.14,3.84
0.87,Premium,F,SI2,61.5,57,2661,6.13,6.1,3.76
0.9,Ideal,D,SI2,62.4,56,4078,6.16,6.24,3.87
0.45,Fair,F,VS2,64.2,58,1037,4.9,4.75,3.1
0.71,Ideal,I,VS1,61.9,55,2637,5.75,5.71,3.55
0.63,Ideal,D,SI1,62,56,2313,5.5,5.47,3.4
0.3,Fair,E,VVS2,51,67,945,4.67,4.62,2.37
0.41,Ideal,E,VS1,61.5,56,1076,4.79,4.77,2.94
2.08,Premium,J,VS2,60.3,59,14933,8.29,8.23,4.98
0.52,Premium,D,VS2,59.4,61,1828,5.24,5.23,3.11
0.34,Ideal,G,SI1,61.9,55.5,531,4.49,4.54,2.79
0.38,Ideal,F,SI2,62.1,56,602,4.62,4.65,2.88
2.02,Ideal,H,SI1,62.5,54,17245,8.07,8.1,5.05
0.23,Very Good,E,VVS2,61.1,59,505,3.94,3.98,2.42
0.63,Ideal,E,VS2,60.8,57,2513,5.53,5.55,3.37
1.1,Ideal,D,VVS2,61,56,10410,6.67,6.73,4.09
0.32,Premium,F,VS2,59.5,60,602,4.46,4.48,2.66
0.31,Good,G,VVS2,63.2,58,707,4.26,4.32,2.71
0.45,Premium,F,SI2,61.5,61,936,4.95,4.9,3.03
0.24,Very Good,H,VVS1,61.3,56,449,4.01,4.04,2.46
0.24,Very Good,H,VVS2,60.7,58,432,4.04,4.07,2.46
0.32,Ideal,D,VVS1,61.3,57,1067,4.39,4.42,2.7
1.02,Premium,E,SI1,61.5,58,5183,6.46,6.51,3.99
0.42,Ideal,I,SI1,61,56,914,4.86,4.83,2.96
1.56,Very Good,I,SI1,62.9,58,7584,7.31,7.35,4.61
0.55,Ideal,G,IF,61.1,57,2383,5.26,5.31,3.23
0.33,Ideal,F,IF,61.3,55,1240,4.47,4.5,2.75
0.53,Ideal,G,VS1,62.6,54,1813,5.19,5.16,3.24
1.7,Ideal,E,SI1,60.1,57,14623,7.71,7.74,4.64
0.5,Good,D,SI2,58.5,64,958,5.2,5.12,3.02
0.56,Ideal,G,VS2,61.4,56,1658,5.33,5.35,3.28
1.51,Very Good,I,VS2,60.4,58,9178,7.36,7.42,4.46
0.42,Ideal,F,VVS2,61.6,56,1221,4.85,4.83,2.98
0.71,Premium,G,SI1,62.5,58,2613,5.66,5.61,3.52
1.21,Very Good,I,SI1,62.9,55,5452,6.69,6.76,4.23
0.44,Premium,H,SI2,59.6,60,759,4.95,4.93,2.96
1.01,Ideal,I,VVS1,61.7,56,5478,6.42,6.47,3.98
0.7,Ideal,I,SI1,60.8,59,2083,5.74,5.78,3.5
0.31,Very Good,G,VS1,59.6,61,625,4.35,4.38,2.6
1.01,Good,D,SI2,63.6,57,4338,6.34,6.3,4.02
1.01,Ideal,G,VS2,61.7,57,5439,6.44,6.49,3.99
1,Very Good,F,VS2,62.7,58,6319,6.38,6.41,4.01
1.98,Fair,H,VS1,58.3,69,12923,8.28,8.17,4.8
0.41,Good,G,SI1,64.3,54,646,4.68,4.72,3.02
1.11,Premium,H,SI1,62.5,58,5433,6.64,6.61,4.14
0.46,Ideal,I,VS1,62.3,56,974,4.96,4.93,3.08
0.41,Premium,G,VS1,60.5,58,899,4.76,4.8,2.89
1.11,Ideal,G,SI1,61.9,57,5408,6.63,6.66,4.11
0.91,Fair,H,SI1,65.3,62,3278,6.11,6.01,3.96
2.01,Ideal,J,SI2,62.9,54,12565,8.03,8.07,5.06
1.7,Premium,I,VS2,61.7,59,11062,7.63,7.57,4.69
1.01,Ideal,D,VVS2,60.6,56,10797,6.53,6.48,3.94
0.7,Ideal,I,VVS2,62.1,56,2367,5.68,5.72,3.54
0.42,Premium,H,VVS1,60.9,62,1096,4.86,4.8,2.94
0.37,Ideal,E,VS2,62.5,56,1041,4.61,4.58,2.87
0.91,Very Good,E,SI1,63.9,57,4289,6.05,6.12,3.89
0.33,Premium,G,VVS2,61.2,57,965,4.44,4.42,2.71
1.28,Ideal,D,SI1,61.5,55,9548,7.01,7.05,4.32
2.14,Ideal,H,SI1,61.5,57,18528,8.36,8.29,5.12
0.57,Premium,D,VS1,60.6,59,2360,5.38,5.32,3.24
0.92,Fair,F,SI2,65.1,58,3282,6.12,6.07,3.97
0.38,Ideal,I,SI1,61.8,54,593,4.66,4.7,2.89
0.41,Very Good,H,SI1,62.8,56,683,4.72,4.77,2.98
0.41,Ideal,E,VS2,62.1,57,999,4.79,4.74,2.96
0.3,Ideal,I,SI1,61.8,57,382,4.3,4.34,2.67
0.32,Ideal,E,VS2,60.8,55,702,4.42,4.49,2.71
0.92,Premium,G,SI2,62.9,58,3650,6.21,6.15,3.89
0.55,Very Good,E,SI1,58.5,65,1587,5.33,5.38,3.13
0.85,Ideal,H,SI2,61.8,54,2635,6.07,6.1,3.76
0.9,Good,F,SI1,57.5,60,3950,6.33,6.37,3.65
1.22,Ideal,G,VS2,62,57,8062,6.88,6.83,4.25
0.38,Very Good,E,SI1,62.8,58,701,4.6,4.63,2.9
1.21,Ideal,E,SI1,62.1,56,7955,6.83,6.88,4.26
1,Premium,J,VS2,62,62,3685,6.42,6.35,3.96
0.54,Very Good,F,VS2,59.5,58,1662,5.29,5.36,3.17
0.31,Ideal,F,IF,62.2,56,1122,4.34,4.31,2.69
1.01,Fair,D,SI1,66.3,55,4118,6.22,6.17,4.11
0.3,Very Good,D,SI1,61,61,552,4.27,4.29,2.61
0.3,Very Good,F,SI1,62.9,57,500,4.25,4.27,2.68
1.02,Very Good,F,VS2,63.2,57,6659,6.34,6.41,4.03
0.73,Premium,G,VS1,61.4,58,2841,5.82,5.77,3.56
0.51,Ideal,D,VS2,61.7,56,1633,5.12,5.15,3.17
0.4,Fair,G,SI1,59.9,67,960,4.81,4.77,2.87
0.32,Ideal,F,VS1,62,54,876,4.44,4.43,2.75
0.32,Very Good,E,SI1,63.1,56,720,4.39,4.36,2.76
1.07,Premium,G,SI2,62.2,58,3545,6.56,6.49,4.06
0.7,Premium,E,SI2,63,58,2335,5.69,5.64,3.57
0.55,Very Good,I,VS2,58.5,62.2,1235,5.39,5.4,3.16
0.31,Premium,G,VS2,58.8,62,605,4.41,4.4,2.59
0.3,Very Good,E,VVS2,61.9,59,789,4.27,4.32,2.66
1.51,Premium,E,SI2,59.3,61,8135,7.57,7.51,4.47
0.72,Very Good,F,VS1,63.4,57,3264,5.68,5.7,3.61
2.01,Very Good,I,VS2,59.6,58,16383,8.18,8.23,4.89
0.34,Very Good,E,SI1,59.6,57,596,4.52,4.61,2.72
0.9,Good,F,SI1,63.6,59,3881,6.12,6.07,3.88
1.8,Ideal,I,VS1,62.4,54,14959,7.77,7.8,4.86
1,Premium,F,SI1,62.6,60,5292,6.32,6.3,3.95
0.9,Premium,H,VS2,62.8,58,3810,6.17,6.13,3.86
1.02,Very Good,F,VS2,63.3,59,6597,6.4,6.37,4.04
0.83,Very Good,F,SI1,63,55,3207,5.95,5.96,3.75
1,Good,E,VS2,63.8,58,6272,6.31,6.19,3.99
0.25,Very Good,D,VS2,61.1,60,399,4.07,4.11,2.5
0.3,Very Good,E,SI1,62.9,57,526,4.27,4.32,2.7
1.22,Ideal,I,SI1,61.7,57,5602,6.91,6.86,4.25
0.51,Ideal,G,VS1,62.7,54,1781,5.1,5.08,3.19
1.51,Good,G,VS2,63.3,60,12756,7.2,7.28,4.58
0.5,Premium,E,VS2,60.7,59,1699,5.13,5.11,3.11
0.63,Good,H,IF,59.3,62,2404,5.66,5.7,3.37
0.52,Ideal,G,VVS2,62.7,55,1906,5.12,5.15,3.22
0.9,Very Good,H,SI1,62.3,63,3387,6.13,6.06,3.8
0.42,Ideal,F,VS1,61.3,57,1103,4.85,4.8,2.96
0.31,Good,E,SI1,63.4,55,544,4.31,4.33,2.74
0.38,Ideal,E,VS1,61.6,56,1069,4.66,4.62,2.86
1.01,Very Good,F,SI2,63.4,60,3563,6.33,6.26,3.99
0.38,Premium,D,SI2,61.1,58,812,4.68,4.62,2.84
0.41,Ideal,F,SI1,60.5,56,909,4.81,4.84,2.92
0.32,Very Good,F,VS2,58.8,62,602,4.43,4.48,2.62
1.09,Ideal,D,SI1,62.8,54,6259,6.6,6.62,4.15
0.5,Very Good,E,SI1,61.4,63,1128,5.06,5.1,3.12
0.33,Very Good,G,VVS2,63,56,672,4.42,4.47,2.8
0.5,Ideal,G,SI2,62.1,55,1080,5.09,5.12,3.17
0.39,Very Good,F,VS1,57.1,61,1000,4.86,4.91,2.79
0.53,Ideal,H,SI1,62.6,56,1077,5.28,5.1,3.25
1.03,Fair,I,VS1,57.6,58,4328,6.67,6.58,3.81
0.29,Very Good,D,VS1,62.9,55,504,4.21,4.25,2.66
1.01,Fair,E,SI1,64.7,56,5034,6.34,6.27,4.08
0.5,Good,D,SI2,63.1,56,958,5.05,4.96,3.16
0.3,Very Good,E,VVS2,62.4,58,622,4.28,4.31,2.68
1.23,Premium,G,VS1,61.3,58,8759,6.87,6.89,4.22
0.73,Very Good,H,SI1,62.2,57,2001,5.77,5.8,3.6
1.21,Premium,H,SI1,60.2,58,6640,6.93,6.88,4.16
0.3,Ideal,E,VVS2,61.4,57,1013,4.34,4.32,2.66
0.41,Ideal,G,VS1,62.4,57,961,4.75,4.7,2.95
0.33,Very Good,J,VVS2,62.1,56,499,4.44,4.45,2.76
1.13,Ideal,H,SI1,62.3,56,5483,6.69,6.66,4.16
1.5,Fair,E,VS1,65.4,57,15584,7.14,7.07,4.65
0.41,Ideal,D,VS1,61.9,56,1427,4.76,4.8,2.96
0.33,Very Good,E,SI1,59.1,59,540,4.54,4.59,2.7
2.13,Premium,J,SI2,62.6,58,13148,8.21,8.18,5.13
1.05,Very Good,G,VVS2,59.8,60,7667,6.54,6.61,3.93
0.5,Ideal,F,VVS2,61.8,53,2283,5.13,5.18,3.19
0.41,Ideal,D,SI2,61,56,683,4.78,4.83,2.93
1.01,Very Good,D,I1,63.4,61,2291,6.38,6.3,4.02
1.59,Ideal,G,VS2,61.8,56,9794,7.51,7.44,4.62
0.33,Premium,I,VVS1,61.9,60,608,4.41,4.44,2.74
0.7,Ideal,D,VS1,61.5,57,4323,5.68,5.71,3.5
1.5,Premium,E,SI2,59.5,55,10080,7.51,7.47,4.46
1.17,Very Good,G,SI2,61.2,58,5595,6.84,6.86,4.19
0.54,Ideal,I,VS1,61.9,54,1216,5.24,5.29,3.26
0.71,Very Good,D,SI1,62.4,54,2887,5.71,5.79,3.59
1.12,Good,I,SI2,64.3,60,3838,6.59,6.56,4.23
0.38,Very Good,G,VS2,59.2,60,766,4.7,4.73,2.79
0.71,Premium,F,VS2,62.8,57,2801,5.69,5.64,3.56
0.36,Ideal,E,VS2,61.7,57,684,4.55,4.59,2.82
1.56,Premium,J,SI2,61.4,58,6306,7.38,7.43,4.55
1.21,Ideal,H,VS2,62.9,55,7513,6.77,6.8,4.27
1.19,Very Good,I,VS1,59.9,61,5644,6.85,6.91,4.12
0.43,Ideal,E,VS2,62,57,981,4.82,4.85,3
0.5,Ideal,H,IF,61,56,1923,5.15,5.17,3.15
1,Ideal,G,VVS2,59.8,54,7885,6.58,6.54,3.92
1.13,Very Good,E,VS2,61.9,61,8358,6.61,6.64,4.1
1.72,Premium,G,VS1,59.4,60,17605,7.82,7.86,4.66
0.35,Ideal,G,VS1,62.5,55,906,4.55,4.51,2.83
0.5,Premium,E,VS2,61.3,60,1624,5.07,5.11,3.12
0.34,Ideal,J,VS1,61.9,55,413,4.5,4.54,2.8
0.3,Premium,F,VS1,60.5,60,844,4.31,4.29,2.6
0.38,Ideal,F,VS1,62.5,56,978,4.6,4.62,2.88
1.17,Ideal,I,SI2,62.2,56,4488,6.72,6.79,4.2
1.09,Premium,D,SI1,61.6,58,5799,6.61,6.57,4.06
0.43,Premium,D,VS2,60.2,59,1056,4.88,4.92,2.95
1.5,Very Good,I,VS1,63.3,54,11879,7.26,7.33,4.62
0.75,Ideal,E,SI2,62.1,57,2278,5.81,5.85,3.62
0.38,Ideal,E,SI1,60.7,56,680,4.69,4.73,2.86
1.01,Good,D,IF,63.2,59,15081,6.34,6.38,4.02
0.9,Very Good,G,SI1,63.3,56,3752,6.08,6.11,3.86
1,Fair,F,SI1,65.4,59,4798,6.27,6.2,4.08
1.6,Very Good,J,SI1,62.7,58,7550,7.37,7.41,4.63
0.3,Ideal,G,IF,61.2,57,863,4.35,4.38,2.67
0.34,Premium,F,VS2,61.2,59,880,4.53,4.49,2.76
0.38,Ideal,D,VVS2,61.2,57,1289,4.66,4.68,2.86
1,Very Good,E,SI2,59.6,59,4321,6.48,6.51,3.87
1.02,Very Good,G,VS1,62.6,58,6301,6.36,6.46,4.01
0.31,Very Good,E,VS2,62.6,56,680,4.3,4.33,2.7
0.46,Fair,H,VS2,65.6,58,830,4.8,4.84,3.16
0.7,Very Good,G,VS1,62.3,58,2631,5.63,5.67,3.52
1,Ideal,I,SI1,62.8,56,4237,6.33,6.38,3.99
0.28,Ideal,F,VVS2,61.8,56,642,4.22,4.26,2.62
1.15,Premium,G,VVS1,60.8,58,9025,6.77,6.74,4.11
1.5,Premium,I,SI2,62.9,57,6132,7.28,7.26,4.57
1.09,Ideal,H,VS1,61.3,54,6643,6.66,6.68,4.09
0.91,Very Good,D,SI1,60.8,60,4561,6.24,6.21,3.79
0.3,Ideal,E,VVS1,62,57,916,4.27,4.31,2.66
0.38,Ideal,D,VS2,61.5,56,954,4.66,4.7,2.88
0.9,Very Good,H,VS2,63.3,59,4082,6.05,6.01,3.82
0.5,Very Good,E,VS2,62.9,56,1584,5.06,5.11,3.2
0.52,Ideal,H,VVS1,61,56,1748,5.17,5.21,3.17
0.51,Very Good,E,SI1,62.8,55,1438,5.07,5.12,3.2
0.61,Very Good,G,IF,63,58,2411,5.36,5.43,3.4
1,Premium,E,VS2,61.3,58,7168,6.41,6.38,3.92
1.21,Premium,J,SI1,59.9,60,4770,6.89,6.86,4.12
0.7,Ideal,F,VS2,60.8,56,2942,5.78,5.79,3.52
0.34,Good,F,SI2,63.9,56,417,4.4,4.43,2.82
0.58,Ideal,G,VS2,61.1,55,1641,5.45,5.42,3.32
1.06,Premium,F,SI1,60.4,62,5580,6.62,6.59,3.99
2.57,Premium,E,SI2,61.3,60,17116,8.82,8.73,5.38
0.38,Premium,F,SI1,62,58,653,4.6,4.63,2.86
0.3,Premium,E,SI1,59.8,60,526,4.31,4.35,2.59
0.53,Fair,F,VS2,65.5,58,1402,5.09,5.03,3.31
0.73,Ideal,H,IF,62.2,54,3301,5.76,5.82,3.6
0.26,Ideal,H,VS1,62.2,54,482,4.09,4.11,2.55
0.79,Premium,G,SI2,60.8,58,1877,6,5.98,3.61
0.73,Very Good,F,SI1,61.7,60,2771,5.79,5.82,3.58
1.62,Ideal,I,VVS2,62.7,54,11587,7.47,7.52,4.7
2.09,Premium,H,SI2,61.4,60,14581,8.24,8.2,5.05
1.08,Ideal,D,SI2,61.6,57,5256,6.58,6.62,4.07
0.7,Good,F,VVS1,61.2,61,3536,5.71,5.79,3.52
0.41,Ideal,E,VVS2,62,56,1187,4.72,4.76,2.94
0.7,Very Good,E,VS2,62.4,58,2952,5.66,5.68,3.54
2.14,Very Good,J,VS2,62.8,57,14065,8.27,8.16,5.16
1.06,Premium,D,SI2,62.5,56,5393,6.61,6.47,4.09
0.33,Ideal,F,VS2,61.4,57,854,4.48,4.45,2.74
0.25,Very Good,F,VVS1,62.9,55,633,4.04,4.06,2.55
1,Good,F,I1,64.2,59,2717,6.26,6.3,4.03
0.93,Very Good,G,SI2,62.9,56,4163,6.2,6.23,3.91
2.05,Ideal,G,SI2,59.8,59,16446,8.22,8.31,4.94
2.01,Premium,H,SI1,60.6,62,16733,8.08,8.05,4.89
1.5,Ideal,I,VVS2,60.7,60,10931,7.35,7.4,4.48
0.7,Ideal,F,SI1,62.6,56,2200,5.69,5.66,3.55
0.3,Good,H,VS1,63.2,58,491,4.22,4.26,2.68
0.81,Very Good,E,SI1,61.9,58,3243,5.92,5.97,3.68
0.71,Ideal,I,VVS2,60.6,57,2463,5.73,5.78,3.49
1.54,Premium,I,SI2,61.5,61,6278,7.41,7.31,4.53
0.5,Ideal,D,SI1,61.9,57,1654,5.08,5.06,3.14
0.51,Fair,F,VVS2,60.7,66,4368,5.21,5.11,3.13
1.02,Premium,H,VS2,61.2,58,5312,6.5,6.47,3.97
0.56,Premium,E,VS2,61.9,55,1915,5.31,5.25,3.27
2,Very Good,D,SI2,60,56,17953,8.16,8.23,4.92
1,Premium,F,SI1,59.7,60,4851,6.48,6.51,3.88
0.5,Good,E,SI1,63.6,56,1188,5.03,5,3.19
1.1,Very Good,G,IF,60.5,55,8592,6.77,6.71,4.08
0.34,Ideal,G,SI1,62.7,57,473,4.48,4.51,2.82
1.01,Very Good,H,SI2,61.5,62,4262,6.35,6.44,3.93
2.09,Very Good,H,SI2,60.1,63,12295,8.21,8.16,4.92
0.51,Ideal,H,SI1,59.8,57,1154,5.22,5.25,3.13
1.06,Premium,F,SI1,62.4,58,4862,6.56,6.51,4.07
1,Fair,I,SI2,65.8,58,3348,6.23,6.27,4.11
0.5,Premium,D,VS2,62.8,58,1758,5.03,5,3.15
1.21,Premium,F,SI2,61.5,57,4740,6.93,6.88,4.25
0.3,Very Good,H,VS1,63,58,526,4.23,4.28,2.68
0.9,Very Good,I,VS2,60.7,59,3709,6.23,6.26,3.79
1.11,Ideal,E,SI1,61.4,58,6291,6.66,6.62,4.08
0.42,Ideal,D,VVS2,62,55,1210,4.84,4.81,2.99
1.33,Ideal,J,VS1,62.5,58,6449,6.99,7.03,4.38
0.71,Very Good,I,VS2,62.3,58,2052,5.68,5.72,3.55
0.5,Premium,G,VS1,61,59,1746,5.14,5.09,3.12
1.5,Ideal,E,SI1,62.6,56,10777,7.27,7.3,4.56
0.3,Ideal,G,SI1,62.3,58,477,4.26,4.28,2.66
1.7,Premium,G,SI1,62.5,61,13737,7.54,7.47,4.69
0.5,Very Good,G,VVS2,63.4,57,1806,5.1,5.06,3.22
0.53,Premium,D,SI1,60,58,1631,5.24,5.29,3.16
1.73,Premium,H,VS2,59.2,61,13221,7.82,7.78,4.62
1.51,Fair,I,VS2,58.8,62,9116,7.57,7.51,4.43
0.43,Very Good,H,SI2,60.4,56,937,4.9,4.93,2.97
2,Good,D,SI2,64.1,57,17094,7.91,7.82,5.04
